tt_action_item_id,time_begin,order_date,manual_fill,tr_id,geom,building_address
53700336670,2026-01-06 12:40:00,2026-01-06,False,129964,POINT (37.68962809 55.69077381),"Нагатинская наб., д.62"
53700336659,2026-01-06 12:57:00,2026-01-06,False,129964,POINT (37.70250043 55.6829009),"Коломенская ул., д.7"
53700336665,2026-01-06 12:48:00,2026-01-06,False,129964,POINT (37.69011192 55.67975332),"ул. Речников, д.21"
53700336658,2026-01-06 12:58:00,2026-01-06,False,129964,POINT (37.7053565 55.68430957),"Коломенская ул., д.3"
53700336647,2026-01-06 12:09:00,2026-01-06,False,129964,POINT (37.69396762 55.68474819),"ул. Речников, д.14, к.1"
53700336640,2026-01-06 12:16:00,2026-01-06,False,129964,POINT (37.67802001 55.68790252),"Нагатинская наб., д.48"
53700336264,2026-01-06 03:02:00,2026-01-06,False,129964,POINT (37.69340238 55.68430161),"ул. Речников, д.14, к.2, стр. 2"
53700336263,2026-01-06 03:04:00,2026-01-06,False,129964,POINT (37.69011192 55.67975332),"ул. Речников, д.21"
53700336262,2026-01-06 03:06:00,2026-01-06,False,129964,POINT (37.68612322 55.67610673),
53700336261,2026-01-06 03:07:00,2026-01-06,False,129964,POINT (37.68466248 55.67537437),"Затонная ул., д.14, к.2"
53700336260,2026-01-06 03:09:00,2026-01-06,False,129964,POINT (37.69107562 55.67717012),"ул. Речников, д.25"
53700336259,2026-01-06 03:10:00,2026-01-06,False,129964,POINT (37.69516819 55.67831299),"Коломенская ул., д.21"
53700336258,2026-01-06 03:11:00,2026-01-06,False,129964,POINT (37.70043845 55.68048736),"Коломенская ул., д.11"
53700336257,2026-01-06 03:12:00,2026-01-06,False,129964,POINT (37.70250043 55.6829009),"Коломенская ул., д.7"
53700336256,2026-01-06 03:13:00,2026-01-06,False,129964,POINT (37.7053565 55.68430957),"Коломенская ул., д.3"
53700336255,2026-01-06 03:14:00,2026-01-06,False,129964,POINT (37.70782708 55.68567388),"Коломенская ул., д.1"
53698549647,2026-01-06 21:00:00,2026-01-06,False,132430,POINT (37.44737509 55.53247818),
53698549371,2026-01-06 10:32:00,2026-01-06,False,132430,POINT (37.44035423 55.56251751),
53699790962,2026-01-06 07:12:00,2026-01-06,False,135081,POINT (37.72203748 55.6919575),"ул. Гурьянова, д.2Б"
53700336477,2026-01-06 07:31:00,2026-01-06,False,129964,POINT (37.7053565 55.68430957),"Коломенская ул., д.3"
53699456748,2026-01-06 20:28:00,2026-01-06,False,133957,POINT (37.48284913 55.66197745),"просп. Вернадского, д.109"
53699456749,2026-01-06 20:30:00,2026-01-06,False,133957,POINT (37.48176323 55.66166753),"просп. Вернадского, д.86Б"
53699456825,2026-01-06 21:28:00,2026-01-06,False,133957,POINT (37.48284913 55.66197745),"просп. Вернадского, д.109"
53699456826,2026-01-06 21:30:00,2026-01-06,False,133957,POINT (37.48176323 55.66166753),"просп. Вернадского, д.86Б"
53699018811,2026-01-06 03:55:00,2026-01-06,True,122048,POINT (37.71613097 55.62501066),"Борисовский пр., д.5"
53699018804,2026-01-06 03:42:00,2026-01-06,True,122048,POINT (37.65028579 55.65416756),"Каширское ш., д.26, к.1"
53699018809,2026-01-06 03:37:00,2026-01-06,True,122048,POINT (37.62867244 55.66747492),"Каширское ш., д.6, к.1"
53699018810,2026-01-06 03:35:00,2026-01-06,True,122048,POINT (37.62474332 55.67861735),"Варшавское ш., д.36"
53699018807,2026-01-06 03:48:00,2026-01-06,True,122048,POINT (37.68557563 55.64008922),"Каспийская ул., д.2А"
53699018800,2026-01-06 03:39:00,2026-01-06,True,122048,POINT (37.6344226 55.6614063),"Каширское ш., д.16, к.1, стр. 8"
53699018805,2026-01-06 03:51:00,2026-01-06,True,122048,POINT (37.70368217 55.631689),"Каширское ш., д.80А"
53699018806,2026-01-06 03:49:00,2026-01-06,True,122048,POINT (37.69326865 55.63690212),"Каширское ш., д.80Г"
53699018803,2026-01-06 03:44:00,2026-01-06,True,122048,POINT (37.66179779 55.64930766),"Каширское ш., д.40, к.2"
53699018828,2026-01-06 03:33:00,2026-01-06,True,122048,POINT (37.62293301 55.68423237),"Варшавское ш., д.26"
53699018801,2026-01-06 03:26:00,2026-01-06,True,122048,POINT (37.62090917 55.70700843),"Большая Тульская ул., д.10"
53699018802,2026-01-06 03:25:00,2026-01-06,True,122048,POINT (37.62151148 55.71032494),"Большая Тульская ул., д.2"
53699018831,2026-01-06 03:57:00,2026-01-06,True,122048,POINT (37.7270813 55.62515248),"Борисовский пр., д.24, к.1"
53699018824,2026-01-06 03:27:00,2026-01-06,True,122048,POINT (37.6212862 55.70457157),"Большая Тульская ул., д.50"
53699018829,2026-01-06 04:00:00,2026-01-06,True,122048,POINT (37.73105229 55.62153676),"Шипиловская ул., д.44"
53699018830,2026-01-06 03:58:00,2026-01-06,True,122048,POINT (37.72760869 55.62266121),
53699018812,2026-01-06 03:52:00,2026-01-06,True,122048,POINT (37.70933248 55.62636354),"Каширское ш., д.80, к.1"
53699018815,2026-01-06 03:19:00,2026-01-06,True,122048,POINT (37.62219435 55.72263741),"Люсиновская ул., д.39"
53699018808,2026-01-06 03:47:00,2026-01-06,True,122048,POINT (37.67991653 55.64239201),"Каширское ш., д.76, к.1"
53699018813,2026-01-06 03:21:00,2026-01-06,True,122048,POINT (37.62217293 55.71725319),"Люсиновская ул., д.64"
53699018814,2026-01-06 03:20:00,2026-01-06,True,122048,POINT (37.62217293 55.72010465),"ул. Павла Андреева, д.23"
53699018836,2026-01-06 04:01:00,2026-01-06,True,122048,POINT (37.73692685 55.62167273),"Шипиловская ул., д.48, к.1"
53699018832,2026-01-06 03:56:00,2026-01-06,True,122048,POINT (37.72195426 55.62592666),"Борисовский пр., д.14, к.1"
53699018837,2026-01-06 03:46:00,2026-01-06,True,122048,POINT (37.67508731 55.64410956),"Каширское ш., д.64, к.1"
53699018838,2026-01-06 03:45:00,2026-01-06,True,122048,POINT (37.66813929 55.64687338),"Каширское ш., д.52"
53699018835,2026-01-06 04:03:00,2026-01-06,True,122048,POINT (37.74298017 55.62113006),"ул. Мусы Джалиля, д.26, к.1"
53699018833,2026-01-06 04:06:00,2026-01-06,True,122048,POINT (37.74413026 55.61451002),"Ореховый бульв., д.45, к.1"
53699018834,2026-01-06 04:05:00,2026-01-06,True,122048,POINT (37.74372345 55.6170427),"ул. Мусы Джалиля, д.38, к.1"
53699018799,2026-01-06 03:40:00,2026-01-06,True,122048,POINT (37.63866084 55.65947273),"Каширское ш., д.22, к.3, стр. 17"
53699018797,2026-01-06 03:41:00,2026-01-06,True,122048,POINT (37.64702216 55.65562314),"Каширское ш., д.24"
53699018798,2026-01-06 03:41:00,2026-01-06,True,122048,POINT (37.64521533 55.65642892),"Каширское ш., д.24"
53699018827,2026-01-06 03:34:00,2026-01-06,True,122048,POINT (37.62379262 55.68127848),"Варшавское ш., д.32"
53699018820,2026-01-06 03:22:00,2026-01-06,True,122048,POINT (37.62212588 55.71560333),"Люсиновская ул., д.68"
53699018825,2026-01-06 03:17:00,2026-01-06,True,122048,POINT (37.62329099 55.72852104),"Люсиновская ул., д.9"
